degradation,severity,image_index,true_label,predicted_label,confidence
brightness,1,377,7,7,0.9996873
brightness,1,378,0,8,0.9994141
brightness,1,379,6,6,0.9999999
brightness,1,380,6,6,0.99991226
brightness,1,381,9,9,0.9997477
brightness,1,382,0,0,0.9999739
brightness,1,383,9,9,0.87970126
brightness,1,384,2,5,0.53240705
brightness,1,385,8,0,0.82252467
brightness,1,386,7,7,0.9999865
brightness,1,387,2,5,0.59476566
brightness,1,388,2,2,0.99850035
brightness,1,389,5,5,0.9999958
brightness,1,390,1,1,0.9999865
brightness,1,391,2,2,0.9999989
brightness,1,392,6,6,0.9999995
brightness,1,393,2,2,0.99981064
brightness,1,394,9,9,0.9497587
brightness,1,395,6,6,0.99999607
brightness,1,396,2,2,0.99487007
brightness,1,397,3,3,0.9998229
brightness,1,398,0,0,0.9789155
brightness,1,399,3,3,0.99998736
brightness,1,400,9,9,0.99999976
brightness,1,401,8,8,0.999992
brightness,1,402,7,7,0.9999832
brightness,1,403,8,8,0.99996996
brightness,1,404,8,8,0.9999583
brightness,1,405,4,6,0.85768616
brightness,1,406,0,0,0.99999714
brightness,1,407,1,1,0.9988869
brightness,1,408,8,8,0.99999964
brightness,1,409,2,2,0.999949
brightness,1,410,7,7,0.9999652
brightness,1,411,9,9,0.998123
brightness,1,412,3,5,0.86122197
brightness,1,413,6,6,0.9807513
brightness,1,414,1,1,0.9999498
brightness,1,415,9,9,0.99999917
brightness,1,416,0,0,0.9998858
brightness,1,417,7,7,0.9987232
brightness,1,418,3,3,0.7976808
brightness,1,419,7,7,1.0
brightness,1,420,4,4,0.9999825
brightness,1,421,5,5,0.9992536
brightness,1,422,0,0,0.8057673
brightness,1,423,0,0,0.9999913
brightness,1,424,2,2,1.0
brightness,1,425,9,9,0.9999492
brightness,1,426,3,6,0.7472395
brightness,1,427,4,4,0.9999795
brightness,1,428,0,0,0.99204797
brightness,1,429,6,6,0.9999864
brightness,1,430,2,2,0.994575
brightness,1,431,5,5,0.9999691
brightness,1,432,3,3,0.99894744
brightness,1,433,7,7,0.85206854
brightness,1,434,3,3,0.99998796
brightness,1,435,7,7,0.9999974
brightness,1,436,2,2,0.9999982
brightness,1,437,5,5,0.9993319
brightness,1,438,3,3,0.99999905
brightness,1,439,1,9,0.96426004
brightness,1,440,1,1,0.99999714
brightness,1,441,4,4,0.9999783
brightness,1,442,9,9,0.99999964
brightness,1,443,9,9,0.9974663
brightness,1,444,5,5,0.99991286
brightness,1,445,7,7,0.99996686
brightness,1,446,5,5,1.0
brightness,1,447,0,0,0.59018254
brightness,1,448,2,2,1.0
brightness,1,449,2,2,0.96075064
brightness,1,450,2,2,0.9999994
brightness,1,451,9,9,0.9999075
brightness,1,452,7,7,0.99953866
brightness,1,453,3,3,0.9998161
brightness,1,454,9,9,0.9999527
brightness,1,455,4,4,0.9999957
brightness,1,456,3,4,0.9938578
brightness,1,457,5,5,0.99875724
brightness,1,458,4,4,0.9975975
brightness,1,459,6,6,0.99961865
brightness,1,460,5,5,0.9999702
brightness,1,461,6,6,0.99999225
brightness,1,462,1,1,0.99990654
brightness,1,463,4,4,0.9999347
brightness,1,464,3,3,0.99827933
brightness,1,465,4,4,0.99999654
brightness,1,466,4,4,0.9999999
brightness,1,467,3,3,0.9999995
brightness,1,468,7,7,0.99489224
brightness,1,469,8,8,0.99999046
brightness,1,470,3,3,0.8098168
brightness,1,471,7,7,0.9999746
brightness,1,472,8,8,0.99999344
brightness,1,473,0,0,0.99933463
brightness,1,474,5,5,0.999508
brightness,1,475,7,7,0.9999404
brightness,1,476,6,6,0.9998223
brightness,1,477,0,0,0.9999722
brightness,1,478,5,3,0.8605962
brightness,1,479,4,4,1.0
brightness,1,480,8,8,0.99912363
brightness,1,481,6,6,0.9999907
brightness,1,482,8,8,0.9999989
brightness,1,483,5,5,0.7232362
brightness,1,484,5,5,0.99998343
brightness,1,485,9,9,0.89192206
brightness,1,486,9,9,0.9999975
brightness,1,487,9,9,0.99999857
brightness,1,488,5,5,0.98727334
brightness,1,489,0,0,0.98309225
brightness,1,490,1,1,0.9999689
brightness,1,491,0,0,0.48275262
brightness,1,492,8,8,0.9997775
brightness,1,493,1,1,0.99999523
brightness,1,494,1,1,0.99998045
brightness,1,495,8,8,0.99998677
brightness,1,496,0,0,0.99896526
brightness,1,497,2,2,0.9115932
brightness,1,498,2,2,1.0
brightness,1,499,0,0,0.99561065
brightness,1,500,4,4,0.9989613
brightness,1,501,6,6,0.9923224
brightness,1,502,5,5,0.99998987
brightness,1,503,4,4,0.99448085
brightness,1,504,9,9,0.99999905
brightness,1,505,4,4,0.99997175
brightness,1,506,7,7,0.9999999
brightness,1,507,9,9,0.99999964
brightness,1,508,9,0,0.5630838
brightness,1,509,4,4,0.9999989
brightness,1,510,5,5,1.0
brightness,1,511,6,6,0.9999956
brightness,1,512,6,6,0.9999988
brightness,1,513,1,1,0.9926144
brightness,1,514,5,5,0.9999819
brightness,1,515,3,3,0.999997
brightness,1,516,8,8,0.9999976
brightness,1,517,9,9,0.99979895
brightness,1,518,5,5,0.9994325
brightness,1,519,8,8,0.9618042
brightness,1,520,5,5,0.99617946
brightness,1,521,7,7,0.9999999
brightness,1,522,0,0,0.99999976
brightness,1,523,7,7,0.99996114
brightness,1,524,0,0,0.9999887
brightness,1,525,5,5,0.9497714
brightness,1,526,0,0,0.99988294
brightness,1,527,0,0,0.9980457
brightness,1,528,4,4,0.99999774
brightness,1,529,6,6,1.0
brightness,1,530,9,9,0.99999976
brightness,1,531,0,3,0.9608418
brightness,1,532,9,9,0.9996588
brightness,1,533,5,5,0.9999999
brightness,1,534,6,6,0.9989792
brightness,1,535,6,6,0.9993006
brightness,1,536,6,6,0.9999999
brightness,1,537,2,6,0.9535144
brightness,1,538,9,9,0.931587
brightness,1,539,0,0,0.9999945
brightness,1,540,1,1,0.9998746
brightness,1,541,7,7,0.87547165
brightness,1,542,6,6,0.9983895
brightness,1,543,7,7,0.9999999
brightness,1,544,5,5,0.99999034
brightness,1,545,9,9,0.99999154
brightness,1,546,1,1,0.99997246
brightness,1,547,6,6,0.9999962
brightness,1,548,2,2,0.999979
brightness,1,549,5,5,0.9195624
brightness,1,550,5,5,0.9995697
brightness,1,551,5,5,0.9987357
brightness,1,552,8,8,0.99999607
brightness,1,553,5,5,0.99997926
brightness,1,554,9,9,1.0
brightness,1,555,4,4,0.9999831
brightness,1,556,6,6,0.9999807
brightness,1,557,4,4,1.0
brightness,1,558,3,3,0.99827826
brightness,1,559,2,2,1.0
brightness,1,560,0,0,0.9985393
brightness,1,561,7,7,0.9997714
brightness,1,562,6,3,0.76585186
brightness,1,563,2,2,0.996888
brightness,1,564,2,2,1.0
brightness,1,565,3,3,0.99603206
brightness,1,566,9,9,0.99999976
brightness,1,567,7,7,0.7942343
brightness,1,568,9,9,0.9968508
brightness,1,569,2,2,0.999997
brightness,1,570,6,6,0.9955037
brightness,1,571,7,7,0.9999995
brightness,1,572,1,1,0.9888116
brightness,1,573,3,3,0.9999889
brightness,1,574,6,6,0.9999176
brightness,1,575,6,6,0.9999831
brightness,1,576,8,8,0.99999285
brightness,1,577,9,8,0.5437253
brightness,1,578,7,7,0.98499227
brightness,1,579,5,5,0.9991365
brightness,1,580,4,4,0.9999994
brightness,1,581,0,0,0.9999696
brightness,1,582,8,8,0.99949265
brightness,1,583,4,4,0.9999099
brightness,1,584,0,0,0.9999994
brightness,1,585,9,9,0.99992704
brightness,1,586,3,3,0.9998228
brightness,1,587,4,4,0.9999963
brightness,1,588,8,8,0.99999964
brightness,1,589,9,9,0.9999937
brightness,1,590,6,6,1.0
brightness,1,591,9,9,0.99999
brightness,1,592,2,2,0.9999552
brightness,1,593,6,6,0.99998355
brightness,1,594,1,1,0.9999993
brightness,1,595,4,4,0.99999976
brightness,1,596,7,7,0.99998355
brightness,1,597,3,0,0.443015
brightness,1,598,5,2,0.36077634
brightness,1,599,3,3,0.9999305
brightness,1,600,8,8,0.99988246
brightness,1,601,5,5,0.9972861
brightness,1,602,0,0,1.0
brightness,1,603,2,2,1.0
brightness,1,604,1,1,0.99999917
brightness,1,605,6,6,0.99999475
brightness,1,606,4,3,0.87229484
brightness,1,607,3,3,0.65583825
brightness,1,608,3,3,0.99999046
brightness,1,609,9,9,0.9999819
brightness,1,610,6,6,1.0
brightness,1,611,9,9,0.9990101
brightness,1,612,8,8,0.99999094
brightness,1,613,8,8,1.0
brightness,1,614,5,5,0.9999999
brightness,1,615,8,8,0.9989687
brightness,1,616,6,6,0.99999106
brightness,1,617,6,6,0.999998
brightness,1,618,2,6,0.55219424
brightness,1,619,1,1,0.9999776
brightness,1,620,7,7,0.99999595
brightness,1,621,7,7,0.9999534
brightness,1,622,1,1,0.9999988
brightness,1,623,2,2,0.9913504
brightness,1,624,7,7,0.99982774
brightness,1,625,9,9,0.99899894
brightness,1,626,9,9,0.99998903
brightness,1,627,4,4,0.99972135
brightness,1,628,4,4,0.99999857
brightness,1,629,1,1,0.9999193
brightness,1,630,2,2,0.9999888
brightness,1,631,5,5,0.99882597
brightness,1,632,6,6,0.9998122
brightness,1,633,8,8,0.9980799
brightness,1,634,7,7,0.9997702
brightness,1,635,6,6,0.99644816
brightness,1,636,8,8,0.9995165
brightness,1,637,3,3,0.99965
brightness,1,638,0,0,0.9984825
brightness,1,639,5,5,0.960358
brightness,1,640,5,3,0.74989367
brightness,1,641,3,3,0.9683221
brightness,1,642,0,0,0.9919125
brightness,1,643,7,7,0.99999785
brightness,1,644,9,9,0.99999905
brightness,1,645,1,1,0.9998549
brightness,1,646,3,3,0.977205
brightness,1,647,4,4,0.99375653
brightness,1,648,4,4,0.9998399
brightness,1,649,5,5,0.99996996
brightness,1,650,3,3,1.0
brightness,1,651,9,9,0.99141943
brightness,1,652,5,5,0.99968684
brightness,1,653,6,6,1.0
brightness,1,654,9,9,0.9986374
brightness,1,655,2,2,0.9772989
brightness,1,656,1,1,0.99999726
brightness,1,657,1,1,0.641975
brightness,1,658,4,4,0.9955124
brightness,1,659,1,1,0.99999726
brightness,1,660,9,9,0.9999962
brightness,1,661,4,4,0.9960114
brightness,1,662,7,7,0.9999937
brightness,1,663,6,6,0.9966871
brightness,1,664,3,3,0.9999919
brightness,1,665,8,0,0.9998097
brightness,1,666,9,9,0.9999993
brightness,1,667,0,0,0.9999726
brightness,1,668,1,1,0.99989665
brightness,1,669,3,3,0.9999994
brightness,1,670,6,6,1.0
brightness,1,671,3,5,0.6464076
brightness,1,672,6,2,0.5371433
brightness,1,673,3,3,0.99989915
brightness,1,674,2,2,0.99691063
brightness,1,675,0,0,0.5450781
brightness,1,676,3,3,0.99999595
brightness,1,677,1,1,0.99802905
brightness,1,678,0,0,0.9946694
brightness,1,679,5,5,0.99943084
brightness,1,680,9,1,0.9403779
brightness,1,681,6,6,0.99999964
brightness,1,682,4,4,0.9991155
brightness,1,683,8,0,0.90195656
brightness,1,684,9,9,0.99990237
brightness,1,685,6,4,0.717872
brightness,1,686,9,9,0.99989307
brightness,1,687,6,6,0.9473501
brightness,1,688,3,3,0.9998542
brightness,1,689,0,6,0.8483909
brightness,1,690,3,3,0.99871683
brightness,1,691,2,2,0.9998398
brightness,1,692,2,2,0.9373896
brightness,1,693,7,7,0.99999595
brightness,1,694,8,8,0.99999905
brightness,1,695,3,3,0.9999974
brightness,1,696,8,8,0.9997714
brightness,1,697,2,2,0.9950059
brightness,1,698,7,7,0.9993286
brightness,1,699,5,5,0.9998716
brightness,1,700,7,7,0.99999964
brightness,1,701,2,2,0.9999975
brightness,1,702,4,4,1.0
brightness,1,703,8,8,1.0
brightness,1,704,7,7,0.99395907
brightness,1,705,4,4,0.9999981
brightness,1,706,2,2,0.99984384
brightness,1,707,9,9,0.9999994
brightness,1,708,8,8,0.99872786
brightness,1,709,8,8,0.9999993
brightness,1,710,6,6,0.87161607
brightness,1,711,8,8,0.99989855
brightness,1,712,8,8,1.0
brightness,1,713,7,7,0.99999714
brightness,1,714,4,4,0.99986494
brightness,1,715,3,5,0.958743
brightness,1,716,3,3,0.9999958
brightness,1,717,8,8,0.9995988
brightness,1,718,4,4,0.9999672
brightness,1,719,9,9,0.99999905
brightness,1,720,4,4,0.9954234
brightness,1,721,8,8,0.99999034
brightness,1,722,8,8,0.9999999
brightness,1,723,1,1,0.99999976
brightness,1,724,8,8,0.99968624
brightness,1,725,2,0,0.47430432
brightness,1,726,1,1,0.9999976
brightness,1,727,3,2,0.9996648
brightness,1,728,6,6,0.9934587
brightness,1,729,5,5,0.9999949
brightness,1,730,4,4,0.99221003
brightness,1,731,2,0,0.52193564
brightness,1,732,7,7,0.9999989
brightness,1,733,9,9,0.999371
brightness,1,734,9,1,0.94043505
brightness,1,735,4,4,0.8143367
brightness,1,736,1,1,0.99991703
brightness,1,737,4,4,0.99999964
brightness,1,738,1,1,0.9999944
brightness,1,739,3,5,0.99959785
brightness,1,740,2,2,0.9995358
brightness,1,741,7,7,0.9999932
brightness,1,742,0,0,0.9999993
brightness,1,743,7,7,0.999995
brightness,1,744,9,9,0.9169117
brightness,1,745,7,7,0.9986621
brightness,1,746,6,6,0.97735244
brightness,1,747,6,6,0.9999887
brightness,1,748,2,2,0.9999995
brightness,1,749,5,5,0.9997048
brightness,1,750,9,9,0.9996742
brightness,1,751,2,2,0.96826327
brightness,1,752,9,9,0.9999497
brightness,1,753,1,1,0.99997866
brightness,1,754,2,2,0.9999958
brightness,1,755,2,2,0.9999802
brightness,1,756,6,6,0.99998844
brightness,1,757,8,8,0.9999963
brightness,1,758,2,2,0.9999819
brightness,1,759,1,1,0.99998534
brightness,1,760,3,3,0.810525
brightness,1,761,6,6,0.9972288
brightness,1,762,6,6,1.0
brightness,1,763,0,0,0.99998426
brightness,1,764,1,1,0.99998605
brightness,1,765,2,2,0.9999994
brightness,1,766,7,7,0.9765356
brightness,1,767,0,0,0.99991965
brightness,1,768,5,5,0.54868567
brightness,1,769,4,4,1.0
brightness,1,770,6,3,0.877848
brightness,1,771,1,1,0.78847575
brightness,1,772,6,6,0.99995744
brightness,1,773,4,4,0.99981004
brightness,1,774,0,0,0.99997914
brightness,1,775,2,4,0.943027
brightness,1,776,2,5,0.98885775
brightness,1,777,6,6,0.9999964
brightness,1,778,0,0,0.99709535
brightness,1,779,5,5,0.9992054
brightness,1,780,9,9,0.99999964
brightness,1,781,1,1,1.0
brightness,1,782,7,7,1.0
brightness,1,783,6,6,0.99997544
brightness,1,784,7,7,0.9986399
brightness,1,785,0,0,0.99999046
brightness,1,786,3,3,0.99970406
brightness,1,787,9,9,0.9928318
brightness,1,788,6,6,0.6937714
brightness,1,789,8,8,0.9998572
brightness,1,790,3,3,0.9995827
brightness,1,791,0,0,1.0
brightness,1,792,3,3,0.92123353
brightness,1,793,4,5,0.99327713
brightness,1,794,7,7,0.99895215
brightness,1,795,7,7,0.9974941
brightness,1,796,1,1,0.87752
brightness,1,797,4,4,0.999997
brightness,1,798,7,7,0.9569672
brightness,1,799,2,2,0.98031574
brightness,1,800,7,7,0.99999356
brightness,1,801,1,1,0.9996958
brightness,1,802,4,4,0.99974173
brightness,1,803,7,7,0.9998423
brightness,1,804,4,4,0.999997
brightness,1,805,4,4,0.9550864
brightness,1,806,8,8,0.9989832
brightness,1,807,4,4,0.99997854
brightness,1,808,7,7,0.99999344
brightness,1,809,7,7,1.0
brightness,1,810,5,2,0.9895537
brightness,1,811,3,5,0.95688313
brightness,1,812,7,7,0.99998033
brightness,1,813,2,2,0.99994934
brightness,1,814,0,0,0.9785614
brightness,1,815,8,8,0.9999956
brightness,1,816,9,9,0.99998343
brightness,1,817,5,5,0.99945444
brightness,1,818,8,8,0.65750897
brightness,1,819,3,3,0.9916496
brightness,1,820,6,6,0.9998273
brightness,1,821,2,2,1.0
brightness,1,822,0,0,0.99319446
brightness,1,823,8,8,0.99999714
brightness,1,824,7,7,0.99999976
brightness,1,825,3,3,0.99999416
brightness,1,826,7,7,0.99991286
brightness,1,827,6,6,0.99997723
brightness,1,828,5,4,0.8060324
brightness,1,829,3,3,0.6873934
brightness,1,830,1,1,0.9999708
brightness,1,831,3,3,0.8861989
brightness,1,832,2,2,0.9999994
brightness,1,833,2,2,0.8539961
brightness,1,834,5,5,0.999992
brightness,1,835,4,4,0.9976913
brightness,1,836,1,9,0.80490255
brightness,1,837,2,2,0.9999918
brightness,1,838,9,9,0.9999846
brightness,1,839,2,2,0.9999999
brightness,1,840,7,7,0.99999964
brightness,1,841,0,0,0.9917998
brightness,1,842,7,7,0.99995744
brightness,1,843,2,2,0.998495
brightness,1,844,1,1,0.99979013
brightness,1,845,3,3,0.9979772
brightness,1,846,2,2,1.0
brightness,1,847,0,0,0.999972
brightness,1,848,2,2,0.99945885
brightness,1,849,4,4,0.99999976
brightness,1,850,7,7,0.9656875
brightness,1,851,9,9,0.9999964
brightness,1,852,8,8,0.9954856
brightness,1,853,9,1,0.9585589
brightness,1,854,0,0,0.99975175
brightness,1,855,7,7,0.99999976
brightness,1,856,7,7,0.9989573
brightness,1,857,0,0,0.99181765
brightness,1,858,7,7,0.99999607
brightness,1,859,8,8,0.9999975
brightness,1,860,4,4,0.9973629
brightness,1,861,6,6,0.99936205
brightness,1,862,3,3,0.99968207
brightness,1,863,3,3,0.76000273
brightness,1,864,0,0,0.9999981
brightness,1,865,1,1,0.9998154
brightness,1,866,3,3,0.9558091
brightness,1,867,7,7,0.9999926
brightness,1,868,0,0,0.9959997
brightness,1,869,1,1,0.99506843
brightness,1,870,3,3,0.99580514
brightness,1,871,1,1,0.99999666
brightness,1,872,4,4,0.9999441
brightness,1,873,2,2,1.0
brightness,1,874,3,3,0.99999774
brightness,1,875,8,8,0.9999597
brightness,1,876,4,4,1.0
brightness,1,877,2,2,0.9992933
brightness,1,878,3,3,0.9684766
brightness,1,879,7,7,0.99999046
brightness,1,880,8,8,0.9999958
brightness,1,881,4,4,0.99798834
brightness,1,882,3,2,0.96777356
brightness,1,883,0,0,0.99999654
brightness,1,884,9,9,0.99690694
brightness,1,885,0,0,0.99999976
brightness,1,886,0,0,0.99981266
brightness,1,887,1,1,0.9979819
brightness,1,888,0,8,0.82162225
brightness,1,889,4,4,0.99951863
brightness,1,890,4,4,0.99999917
brightness,1,891,6,6,0.99999857
brightness,1,892,7,7,0.99493307
brightness,1,893,6,3,0.86561614
brightness,1,894,1,1,0.99988794
brightness,1,895,1,1,0.9812717
brightness,1,896,3,3,0.9999999
brightness,1,897,7,7,0.9999106
brightness,1,898,3,2,0.5484487
brightness,1,899,5,5,0.9999951
brightness,1,900,2,2,0.7792492
brightness,1,901,6,6,0.9999509
brightness,1,902,6,6,0.999987
brightness,1,903,5,5,0.9999982
brightness,1,904,8,8,0.9993944
brightness,1,905,7,7,0.9999999
brightness,1,906,1,1,0.99999917
brightness,1,907,6,6,0.99991655
brightness,1,908,8,8,1.0
brightness,1,909,8,8,0.99999976
brightness,1,910,5,7,0.46315834
brightness,1,911,3,3,0.9999999
brightness,1,912,0,0,0.9995092
brightness,1,913,4,4,0.9998647
brightness,1,914,0,2,0.42019174
brightness,1,915,1,1,0.99999
brightness,1,916,3,3,0.9985133
brightness,1,917,8,8,1.0
brightness,1,918,8,8,0.99995303
brightness,1,919,0,0,0.99971193
brightness,1,920,6,6,0.99793005
brightness,1,921,9,9,1.0
brightness,1,922,9,9,0.9995048
brightness,1,923,9,9,0.6009753
brightness,1,924,5,5,0.3893244
brightness,1,925,5,5,0.83928406
brightness,1,926,8,8,0.99925977
brightness,1,927,6,6,0.9989047
brightness,1,928,0,0,0.9999782
brightness,1,929,0,0,0.999987
brightness,1,930,4,4,0.99999905
brightness,1,931,2,2,0.99999845
brightness,1,932,3,3,0.99123645
brightness,1,933,2,2,0.9896902
brightness,1,934,7,7,0.9998542
brightness,1,935,2,2,0.9999974
brightness,1,936,2,2,0.9999894
brightness,1,937,5,5,1.0
brightness,1,938,9,9,0.99971133
brightness,1,939,8,8,0.99942446
brightness,1,940,9,9,0.9999999
brightness,1,941,1,1,0.99183816
brightness,1,942,7,7,0.9994537
brightness,1,943,4,4,0.99999785
brightness,1,944,0,0,0.9999938
brightness,1,945,3,3,0.9988871
brightness,1,946,0,0,0.9999455
brightness,1,947,1,1,0.9998896
brightness,1,948,3,3,0.90142095
brightness,1,949,8,8,0.9999999
brightness,1,950,3,3,0.9999994
brightness,1,951,9,9,0.99996877
brightness,1,952,6,6,0.99999774
brightness,1,953,1,8,0.4951138
brightness,1,954,4,4,0.99933213
brightness,1,955,7,7,0.99999297
brightness,1,956,0,0,0.8305757
brightness,1,957,3,3,0.99969447
brightness,1,958,7,7,0.9998971
brightness,1,959,8,8,0.9999782
brightness,1,960,9,9,0.81033707
brightness,1,961,1,1,0.9998987
brightness,1,962,1,1,0.9982205
brightness,1,963,6,6,0.9999994
brightness,1,964,6,6,0.9999733
brightness,1,965,6,6,0.9999932
brightness,1,966,6,3,0.7640933
brightness,1,967,9,9,0.9920346
brightness,1,968,1,1,0.9999994
brightness,1,969,9,9,0.99999976
brightness,1,970,9,9,0.9999906
brightness,1,971,4,4,0.9999732
brightness,1,972,2,6,0.9985688
brightness,1,973,1,1,0.99995565
brightness,1,974,7,7,0.93613917
brightness,1,975,0,0,0.99999595
brightness,1,976,6,6,0.9999584
brightness,1,977,8,8,0.99998844
brightness,1,978,1,1,0.99995935
brightness,1,979,9,9,0.9999993
brightness,1,980,2,2,1.0
brightness,1,981,9,9,0.9998357
brightness,1,982,0,0,0.38833052
brightness,1,983,4,4,0.9999995
brightness,1,984,7,7,0.99999976
brightness,1,985,8,8,0.9999975
brightness,1,986,3,3,0.99999785
brightness,1,987,1,1,0.99999976
brightness,1,988,2,2,0.97290415
brightness,1,989,0,0,0.99969757
brightness,1,990,1,1,1.0
brightness,1,991,5,5,0.9999939
brightness,1,992,8,8,0.9999882
brightness,1,993,4,4,0.91199404
brightness,1,994,6,2,0.9813169
brightness,1,995,3,3,0.99989116
brightness,1,996,8,8,0.9995447
brightness,1,997,1,1,0.97780025
brightness,1,998,3,3,0.9999982
brightness,1,999,8,8,0.99999976
brightness,2,0,3,3,1.0
brightness,2,1,8,8,0.99999833
brightness,2,2,8,8,0.80646473
brightness,2,3,0,0,0.754208
brightness,2,4,6,6,0.9999981
brightness,2,5,6,6,0.9999821
brightness,2,6,1,1,0.95763373
brightness,2,7,6,6,0.99967086
brightness,2,8,3,3,0.99903846
brightness,2,9,1,1,0.9982187
brightness,2,10,0,0,0.9999914
brightness,2,11,9,9,1.0
brightness,2,12,5,5,0.9966583
brightness,2,13,7,7,0.99998474
brightness,2,14,9,9,0.99997807
brightness,2,15,8,6,0.9983993
brightness,2,16,5,5,0.99989676
brightness,2,17,7,7,0.999998
brightness,2,18,8,8,0.999925
brightness,2,19,6,6,0.9999994
brightness,2,20,7,5,0.6737984
brightness,2,21,0,0,0.99677414
brightness,2,22,4,4,0.9356207
brightness,2,23,9,9,0.9999999
brightness,2,24,5,5,0.8536136
brightness,2,25,2,2,0.8481978
brightness,2,26,4,4,0.9995009
brightness,2,27,0,0,1.0
brightness,2,28,9,9,0.9998307
brightness,2,29,6,6,0.9964545
brightness,2,30,6,6,0.9991037
brightness,2,31,5,5,0.9999994
brightness,2,32,4,4,0.9999378
brightness,2,33,5,5,0.9999865
brightness,2,34,9,9,1.0
brightness,2,35,2,2,0.56699973
brightness,2,36,4,4,0.97955096
brightness,2,37,1,1,0.8324291
brightness,2,38,9,9,0.9999597
brightness,2,39,5,5,0.9999999
brightness,2,40,4,4,0.9996561
brightness,2,41,6,6,0.99999774
brightness,2,42,5,5,0.99982613
brightness,2,43,6,6,0.99999964
brightness,2,44,0,0,1.0
brightness,2,45,9,9,0.99999416
brightness,2,46,3,3,0.9998448
brightness,2,47,9,9,0.5909263
brightness,2,48,7,7,0.9998728
brightness,2,49,6,6,0.99922085
brightness,2,50,9,9,0.9994456
brightness,2,51,8,8,0.9999653
brightness,2,52,0,0,0.44151485
brightness,2,53,3,3,0.99717426
brightness,2,54,8,8,0.99986815
brightness,2,55,8,8,0.9999987
brightness,2,56,7,7,0.99999034
brightness,2,57,7,7,0.47189432
brightness,2,58,4,5,0.7629072
brightness,2,59,6,6,0.44999376
brightness,2,60,7,7,0.999848
brightness,2,61,3,5,0.98201746
brightness,2,62,6,6,0.9999865
brightness,2,63,3,3,0.92041653
brightness,2,64,6,6,0.99991894
brightness,2,65,2,2,1.0
brightness,2,66,1,1,0.9998116
brightness,2,67,2,2,0.99967897
brightness,2,68,3,3,0.8990956
brightness,2,69,7,7,0.8826099
brightness,2,70,2,2,0.9609212
brightness,2,71,6,6,0.99730396
brightness,2,72,8,8,0.99996877
brightness,2,73,8,8,0.99935645
brightness,2,74,0,9,0.6562802
brightness,2,75,2,2,0.99999917
brightness,2,76,9,9,0.99999917
brightness,2,77,3,3,0.9999994
brightness,2,78,3,3,0.9448861
brightness,2,79,8,8,0.99999416
brightness,2,80,8,8,0.99999976
brightness,2,81,1,1,0.6772466
brightness,2,82,1,1,0.99999094
brightness,2,83,7,7,0.9999987
brightness,2,84,2,2,0.9504583
brightness,2,85,5,5,0.9999443
brightness,2,86,2,2,0.9992467
brightness,2,87,7,3,0.87607175
brightness,2,88,8,8,0.99999213
brightness,2,89,9,9,0.99998
brightness,2,90,0,0,0.9999844
brightness,2,91,3,3,0.9999443
brightness,2,92,8,8,0.99999976
brightness,2,93,6,6,0.9999999
brightness,2,94,4,4,0.99986196
brightness,2,95,6,6,0.5658977
brightness,2,96,6,6,0.9992084
brightness,2,97,0,0,0.9133255
brightness,2,98,0,0,0.9998845
brightness,2,99,7,7,0.9999999
brightness,2,100,4,4,0.9999777
brightness,2,101,5,5,0.9676178
brightness,2,102,6,6,0.999998
brightness,2,103,3,3,0.9999987
brightness,2,104,1,1,0.99998593
brightness,2,105,1,1,0.9998654
brightness,2,106,3,3,0.99929786
brightness,2,107,6,6,1.0
brightness,2,108,8,8,0.9962614
brightness,2,109,7,7,0.9999994
brightness,2,110,4,4,0.99932563
brightness,2,111,0,0,0.9990212
brightness,2,112,6,6,0.9997155
brightness,2,113,2,2,0.99996114
brightness,2,114,1,1,0.9993956
brightness,2,115,3,3,0.9958295
brightness,2,116,0,0,0.99999523
brightness,2,117,4,4,0.99993765
brightness,2,118,2,6,0.9933449
brightness,2,119,7,7,0.9877936
brightness,2,120,8,8,0.99999857
brightness,2,121,3,3,0.98032147
brightness,2,122,1,1,0.99805343
brightness,2,123,2,2,0.9999994
brightness,2,124,8,8,0.9999877
brightness,2,125,0,2,0.92625254
brightness,2,126,8,8,1.0
brightness,2,127,3,3,0.99984205
brightness,2,128,5,3,0.91312766
brightness,2,129,2,2,0.9999981
brightness,2,130,4,4,0.9999865
brightness,2,131,1,1,0.99999535
brightness,2,132,8,8,0.9999957
brightness,2,133,9,9,0.999997
brightness,2,134,1,1,0.9994128
brightness,2,135,2,2,0.9999994
brightness,2,136,9,9,0.99999964
brightness,2,137,7,7,0.9996039
brightness,2,138,2,2,0.9999794
brightness,2,139,9,9,0.64877707
brightness,2,140,6,6,0.9978073
brightness,2,141,5,5,0.9794534
brightness,2,142,6,6,0.9999962
brightness,2,143,3,3,0.52919215
brightness,2,144,8,8,0.99997294
brightness,2,145,7,7,0.97400326
brightness,2,146,6,6,0.999987
brightness,2,147,2,6,0.653977
brightness,2,148,5,5,0.99983704
brightness,2,149,2,2,0.99989367
brightness,2,150,8,8,0.9975267
brightness,2,151,9,9,0.96734834
brightness,2,152,6,6,0.99987614
brightness,2,153,0,0,0.99999917
brightness,2,154,0,0,0.9999963
brightness,2,155,5,5,0.99999225
brightness,2,156,2,2,0.9997621
brightness,2,157,9,9,0.9941673
brightness,2,158,5,5,0.6785274
brightness,2,159,4,4,0.9999994
